,venue,headliner,weekday,date,main_genre
17046,U Street Music Hall,ODESZA,Saturday,11/7/15,electronic
17045,U Street Music Hall,SBCR,Saturday,11/7/15,electronic
17042,U Street Music Hall,Minnesota,Thursday,11/12/15,electronic
17040,U Street Music Hall,Crookers,Friday,11/13/15,electronic
17038,U Street Music Hall,Anna Lunoe,Saturday,11/14/15,electronic
17036,U Street Music Hall,Seth Troxler,Thursday,11/19/15,electronic
17035,U Street Music Hall,Fur Coat,Friday,11/20/15,electronic
17033,U Street Music Hall,Pleasurekraft,Saturday,11/21/15,electronic
17032,U Street Music Hall,Dragonette,Wednesday,11/25/15,electronic
17031,U Street Music Hall,Totally Enormous Extinct Dinosaurs,Saturday,11/28/15,electronic
17029,U Street Music Hall,Sepalcure,Wednesday,12/2/15,electronic
17027,U Street Music Hall,Maribou State,Friday,12/4/15,electronic
17026,U Street Music Hall,Tokimonsta,Saturday,12/5/15,electronic
17023,U Street Music Hall,Dennis Ferrer,Friday,12/11/15,electronic
17021,U Street Music Hall,Alex Metric,Saturday,12/12/15,electronic
17019,U Street Music Hall,Matthew Dear,Friday,12/18/15,electronic
17018,U Street Music Hall,Chris Lake,Saturday,12/19/15,electronic
17017,U Street Music Hall,Glide,Monday,12/21/15,electronic
17016,U Street Music Hall,Beautiful Swimmers,Wednesday,12/23/15,electronic
17015,U Street Music Hall,Dan Deacon,Saturday,1/2/16,electronic
17014,U Street Music Hall,Candyland,Wednesday,1/13/16,electronic
17013,U Street Music Hall,Treasure Fingers,Thursday,1/14/16,electronic
17012,U Street Music Hall,Chrome Sparks,Friday,1/15/16,electronic
17011,U Street Music Hall,Tomsize,Thursday,1/21/16,electronic
17010,U Street Music Hall,Technasia,Saturday,1/23/16,electronic
17009,U Street Music Hall,Seth Troxler,Thursday,1/28/16,electronic
17007,U Street Music Hall,Victor Calderone,Friday,2/5/16,electronic
17003,U Street Music Hall,Alison Wonderland,Sunday,2/14/16,electronic
17000,U Street Music Hall,Maceo Plex,Friday,2/19/16,electronic
16999,U Street Music Hall,Le Youth,Saturday,2/20/16,electronic
16998,U Street Music Hall,Madeon,Sunday,2/21/16,electronic
16996,U Street Music Hall,Mathias Kaden,Friday,2/26/16,electronic
16995,U Street Music Hall,Will Clarke,Saturday,2/27/16,electronic
16993,U Street Music Hall,Haywyre,Friday,3/4/16,electronic
16992,U Street Music Hall,Goldfish,Sunday,3/6/16,electronic
16991,U Street Music Hall,Bag Raiders,Tuesday,3/8/16,electronic
16990,U Street Music Hall,DJ Dan,Friday,3/11/16,electronic
16988,U Street Music Hall,Marco Bailey,Saturday,3/12/16,electronic
16987,U Street Music Hall,Detroit Swindle,Thursday,3/17/16,electronic
16986,U Street Music Hall,Hippie Sabotage,Monday,3/21/16,electronic
16983,U Street Music Hall,Stanton Warriors,Saturday,3/26/16,electronic
16979,U Street Music Hall,Derrick Carter,Friday,4/1/16,electronic
16977,U Street Music Hall,Baauer,Thursday,4/7/16,electronic
16975,U Street Music Hall,The Knocks,Sunday,4/10/16,electronic
16973,U Street Music Hall,Mano Le Tough,Thursday,4/14/16,electronic
16969,U Street Music Hall,Miami Horror,Friday,4/29/16,electronic
16968,U Street Music Hall,Hudson Mohawke,Friday,4/29/16,electronic
16963,U Street Music Hall,Grum,Friday,5/6/16,electronic
16960,U Street Music Hall,Claude VonStroke,Thursday,5/12/16,electronic
16958,U Street Music Hall,Rudimental,Friday,5/13/16,electronic
16957,U Street Music Hall,Breakbot,Saturday,5/14/16,electronic
16956,U Street Music Hall,Floating Points,Tuesday,5/17/16,electronic
16953,U Street Music Hall,Eats Everything,Thursday,5/19/16,electronic
16952,U Street Music Hall,Maxxi Soundsystem,Friday,5/20/16,electronic
16951,U Street Music Hall,Blaqk Audio,Saturday,5/21/16,electronic
16950,U Street Music Hall,pantyraid,Saturday,5/21/16,electronic
16947,U Street Music Hall,Four Tet,Friday,5/27/16,electronic
16946,U Street Music Hall,Elite Force,Saturday,5/28/16,electronic
16944,U Street Music Hall,Kaytranada,Friday,6/3/16,electronic
16943,U Street Music Hall,Mark Farina,Friday,6/3/16,electronic
16941,U Street Music Hall,Green Velvet,Thursday,6/9/16,electronic
16936,U Street Music Hall,Nosaj Thing,Thursday,6/23/16,electronic
16930,U Street Music Hall,Gorgon City,Thursday,7/14/16,electronic
16929,U Street Music Hall,Magda,Friday,7/15/16,electronic
16927,U Street Music Hall,Robag Wruhme,Friday,7/22/16,electronic
16923,U Street Music Hall,Club Cheval,Wednesday,7/27/16,electronic
16922,U Street Music Hall,Lindstr•À_•À_m,Thursday,7/28/16,electronic
16921,U Street Music Hall,SSION,Friday,8/5/16,electronic
16910,U Street Music Hall,Gold Panda,Friday,9/9/16,electronic
16907,U Street Music Hall,Krewella,Thursday,9/15/16,electronic
16904,U Street Music Hall,Will Atkinson,Friday,9/23/16,electronic
16903,U Street Music Hall,Le Youth,Thursday,9/29/16,electronic
16902,U Street Music Hall,IAMX,Friday,9/30/16,electronic
16901,U Street Music Hall,Crystal Fighters,Saturday,10/1/16,electronic
16899,U Street Music Hall,Little Boots,Wednesday,10/5/16,electronic
16898,U Street Music Hall,How To Dress Well,Thursday,10/6/16,electronic
16896,U Street Music Hall,Beautiful Swimmers,Saturday,10/8/16,electronic
16895,U Street Music Hall,Pantha du Prince,Saturday,10/8/16,electronic
16894,U Street Music Hall,Timmy Regisford,Sunday,10/9/16,electronic
16891,U Street Music Hall,Flight Facilities,Wednesday,10/12/16,electronic
16890,U Street Music Hall,Hayden James,Wednesday,10/12/16,electronic
16889,U Street Music Hall,Chrome Sparks,Thursday,10/13/16,electronic
16888,U Street Music Hall,Brodinski,Friday,10/14/16,electronic
16885,U Street Music Hall,Tensnake,Friday,10/21/16,electronic
16881,U Street Music Hall,Sampha,Monday,10/24/16,electronic
16878,U Street Music Hall,S U R V I V E,Friday,10/28/16,electronic
16875,U Street Music Hall,Lemaitre,Wednesday,11/2/16,electronic
16873,U Street Music Hall,Boys Noize,Thursday,11/3/16,electronic
16870,U Street Music Hall,Will Clarke,Saturday,11/5/16,electronic
16868,U Street Music Hall,Monarchy,Monday,11/7/16,electronic
16866,U Street Music Hall,Machinedrum,Wednesday,11/9/16,electronic
16861,U Street Music Hall,Nicolas Jaar,Tuesday,11/15/16,electronic
16859,U Street Music Hall,Billy Kenny,Friday,11/18/16,electronic
16857,U Street Music Hall,Pleasurekraft,Saturday,11/19/16,electronic
16854,U Street Music Hall,Sweater Beats,Wednesday,11/23/16,electronic
16849,U Street Music Hall,Jai Wolf,Thursday,12/8/16,electronic
16848,U Street Music Hall,Dragonette,Friday,12/9/16,electronic
16847,U Street Music Hall,Emancipator,Saturday,12/10/16,electronic
16846,U Street Music Hall,Diplo,Monday,12/12/16,electronic
16845,U Street Music Hall,Nightmares on Wax,Saturday,12/17/16,electronic
16843,U Street Music Hall,Nadastrom,Saturday,12/31/16,electronic
16842,U Street Music Hall,Glide,Wednesday,1/4/17,electronic
16840,U Street Music Hall,Plaid,Wednesday,1/18/17,electronic
16839,U Street Music Hall,DJ Sega,Thursday,1/19/17,electronic
16837,U Street Music Hall,Basecamp,Friday,1/27/17,electronic
16836,U Street Music Hall,Claptone,Saturday,1/28/17,electronic
16833,U Street Music Hall,Escort,Friday,2/3/17,electronic
16831,U Street Music Hall,Fox Stevenson,Thursday,2/9/17,electronic
16827,U Street Music Hall,Mark Farina,Friday,2/17/17,electronic
16826,U Street Music Hall,Barclay Crenshaw,Saturday,2/18/17,electronic
16822,U Street Music Hall,Noname,Tuesday,2/28/17,electronic
16821,U Street Music Hall,Noname,Tuesday,2/28/17,electronic
16820,U Street Music Hall,Ganja White Night,Thursday,3/2/17,electronic
16812,U Street Music Hall,Black Coffee,Friday,3/17/17,electronic
16810,U Street Music Hall,Arman Cekin,Friday,3/24/17,electronic
16808,U Street Music Hall,Michal Menert,Wednesday,3/29/17,electronic
16806,U Street Music Hall,Thrillseekers,Thursday,3/30/17,electronic
16802,U Street Music Hall,Cyril Hahn,Saturday,4/15/17,electronic
16797,U Street Music Hall,COIN,Monday,5/1/17,electronic
16796,U Street Music Hall,Zebbler Encanti Experience,Thursday,5/4/17,electronic
16795,U Street Music Hall,Eli & Fur,Friday,5/5/17,electronic
16792,U Street Music Hall,Louis Futon,Friday,5/12/17,electronic
16790,U Street Music Hall,Doorly,Wednesday,5/17/17,electronic
16789,U Street Music Hall,Unlike Pluto,Thursday,5/18/17,electronic
16788,U Street Music Hall,Thomas Gold,Friday,5/19/17,electronic
16785,U Street Music Hall,Route 94,Thursday,6/8/17,electronic
16783,U Street Music Hall,Boys Noize,Saturday,6/10/17,electronic
16781,U Street Music Hall,The M Machine,Friday,6/16/17,electronic
16780,U Street Music Hall,Miguel Migs,Saturday,6/17/17,electronic
16778,U Street Music Hall,Bogtrotter,Wednesday,6/21/17,electronic
16777,U Street Music Hall,Sorrow,Wednesday,6/21/17,electronic
16776,U Street Music Hall,The Widdler,Wednesday,6/21/17,electronic
16775,U Street Music Hall,Fakear,Thursday,6/22/17,electronic
16774,U Street Music Hall,Maya Jane Coles,Friday,6/23/17,electronic
16770,U Street Music Hall,Bondax,Friday,7/7/17,electronic
16769,U Street Music Hall,Gigamesh,Saturday,7/8/17,electronic
16766,U Street Music Hall,DJ Dan,Friday,7/21/17,electronic
16765,U Street Music Hall,Justin Jay,Saturday,7/22/17,electronic
16764,U Street Music Hall,Breakbot,Saturday,7/29/17,electronic
16763,U Street Music Hall,Petit Biscuit,Wednesday,8/2/17,electronic
16723,Wolf Trap,George Winston,Saturday,11/11/17,electronic
16720,Wolf Trap,George Winston,Saturday,11/11/17,electronic
16698,Wolf Trap,The B-52's,Sunday,6/11/17,electronic
16545,Wolf Trap,Old Dominion,Tuesday,10/20/15,electronic
16513,Wolf Trap,The B-52's,Friday,6/5/15,electronic
16453,Wolf Trap,The Fresh Beat Band,Saturday,8/30/14,electronic
16261,Wolf Trap,George Winston,Wednesday,4/4/12,electronic
16260,Wolf Trap,George Winston,Thursday,4/5/12,electronic
16259,Wolf Trap,George Winston,Friday,4/6/12,electronic
16249,Wolf Trap,The Fresh Beat Band,Tuesday,8/28/12,electronic
16209,Wolf Trap,The B-52's,Thursday,7/19/12,electronic
16112,Wolf Trap,Elvis Costello,Wednesday,6/15/11,electronic
16097,Wolf Trap,Juliet,Friday,7/16/10,electronic
16093,Wolf Trap,Jeff Daniels,Thursday,10/14/10,electronic
16092,Wolf Trap,Jeff Daniels,Friday,10/15/10,electronic
16071,Wolf Trap,Antares,Friday,3/19/10,electronic
16067,Wolf Trap,Donna Summer,Sunday,8/29/10,electronic
16000,Wolf Trap,The B-52's,Wednesday,7/14/10,electronic
15975,Wolf Trap,The B-52's,Saturday,8/8/09,electronic
15899,Wolf Trap,George Winston,Saturday,2/28/09,electronic
15898,Wolf Trap,George Winston,Friday,2/27/09,electronic
15897,Wolf Trap,George Winston,Thursday,2/26/09,electronic
15882,Wolf Trap,David Byrne,Saturday,6/6/09,electronic
15881,Wolf Trap,The B-52's,Saturday,8/8/09,electronic
15880,Wolf Trap,Elvis Costello,Thursday,6/11/09,electronic
15861,Wolf Trap,Naked Eyes,Tuesday,8/26/08,electronic
15840,Wolf Trap,The Human League,Tuesday,8/26/08,electronic
15817,Wolf Trap,Donna Summer,Saturday,7/5/08,electronic
15808,Wolf Trap,George Winston,Saturday,3/15/08,electronic
15807,Wolf Trap,George Winston,Friday,3/14/08,electronic
15806,Wolf Trap,George Winston,Thursday,3/13/08,electronic
15801,Wolf Trap,Jeff Daniels,Saturday,2/2/08,electronic
15745,Wolf Trap,The B-52's,Wednesday,8/8/07,electronic
15690,Wolf Trap,Elvis Costello,Thursday,6/15/06,electronic
15667,Wolf Trap,Tears For Fears,Friday,9/9/05,electronic
15627,Wolf Trap,Elvis Costello,Monday,7/7/03,electronic
15605,Wolf Trap,Elvis Costello,Sunday,6/16/02,electronic
15576,Warner Theatre,Ludovico Einaudi,Sunday,10/29/17,electronic
15544,Warner Theatre,Pet Shop Boys,Friday,11/11/16,electronic
15497,Warner Theatre,The Fab Four,Saturday,2/9/13,electronic
15481,Warner Theatre,Ludovico Einaudi,Tuesday,5/21/13,electronic
15466,Warner Theatre,The Fresh Beat Band,Sunday,4/1/12,electronic
15461,Warner Theatre,Tangerine Dream,Saturday,7/7/12,electronic
15431,Warner Theatre,Elvis Costello,Thursday,9/29/11,electronic
15409,Warner Theatre,Elvis Costello,Thursday,4/22/10,electronic
15317,Warner Theatre,David Byrne,Sunday,11/9/08,electronic
15299,Warner Theatre,The Disco Biscuits,Wednesday,10/24/07,electronic
15285,The Fillmore,Midland,Friday,11/3/17,electronic
15281,The Fillmore,Black Alley,Friday,5/26/17,electronic
15275,The Fillmore,Deorro,Sunday,11/5/17,electronic
15262,The Fillmore,Shpongle,Monday,10/30/17,electronic
15259,The Fillmore,Daley,Wednesday,10/11/17,electronic
15142,The Fillmore,STS9,Thursday,11/10/16,electronic
15106,The Fillmore,Santigold,Friday,5/6/16,electronic
15090,The Fillmore,Black Alley,Friday,5/8/15,electronic
15089,The Fillmore,Black Alley,Friday,1/30/15,electronic
15088,The Fillmore,Papadosio,Thursday,12/31/15,electronic
15071,The Fillmore,Papadosio,Thursday,12/31/15,electronic
15042,The Fillmore,STS9,Saturday,10/31/15,electronic
15002,The Fillmore,Claw,Thursday,7/31/14,electronic
14996,The Fillmore,Kap Slap,Saturday,3/29/14,electronic
14978,The Fillmore,3BallMTY,Thursday,12/11/14,electronic
14943,The Fillmore,Skinny Puppy,Tuesday,2/11/14,electronic
14928,The Fillmore,Betty Who,Tuesday,10/7/14,electronic
14927,The Fillmore,The Bloody Beetroots,Saturday,6/7/14,electronic
14918,The Fillmore,The Glitch Mob,Saturday,3/15/14,electronic
14901,The Fillmore,Echo & The Bunnymen,Monday,8/18/14,electronic
14861,The Fillmore,Savant,Thursday,9/19/13,electronic
14856,The Fillmore,Los Amigos Invisibles,Thursday,4/4/13,electronic
14814,The Fillmore,Big Gigantic,Thursday,2/21/13,electronic
14803,The Fillmore,BASSNECTAR,Sunday,5/5/13,electronic
14796,The Fillmore,How to Destroy Angels,Tuesday,4/30/13,electronic
14783,The Fillmore,Rusko,Friday,10/18/13,electronic
14782,The Fillmore,BASSNECTAR,Saturday,5/4/13,electronic
14767,The Fillmore,Black Alley,Friday,11/23/12,electronic
14714,The Fillmore,Boys Noize,Wednesday,11/28/12,electronic
14699,The Fillmore,Wolfgang Gartner,Tuesday,10/2/12,electronic
14696,The Fillmore,Porter Robinson,Monday,6/25/12,electronic
14688,The Fillmore,Afrojack,Friday,6/1/12,electronic
14682,The Fillmore,Steve Aoki,Saturday,2/11/12,electronic
14658,The Fillmore,Deadmau5,Thursday,9/22/11,electronic
14647,The Fillmore,Deadmau5,Wednesday,9/21/11,electronic
14644,The Fillmore,STS9,Thursday,10/27/11,electronic
14634,The Fillmore,Pretty Lights,Thursday,9/29/11,electronic
14633,The Fillmore,Moby,Wednesday,10/26/11,electronic
14631,The Anthem,The Building,Monday,10/23/17,electronic
14623,The Anthem,GRiZ,Saturday,11/4/17,electronic
14615,The Anthem,Zedd,Saturday,10/21/17,electronic
14611,The Anthem,ODESZA,Friday,11/24/17,electronic
14585,Strathmore,Kraftwerk,Saturday,9/3/16,electronic
14532,Strathmore,George Winston,Sunday,11/30/14,electronic
14504,Strathmore,Pet Shop Boys,Thursday,9/19/13,electronic
14472,Strathmore,George Winston,Wednesday,12/5/12,electronic
14384,Strathmore,George Winston,Friday,4/9/10,electronic
14307,Soundcheck,LA Riots,Friday,7/21/17,electronic
14306,Soundcheck,MAKJ,Thursday,3/30/17,electronic
14305,Soundcheck,Sander Kleinenberg,Friday,3/17/17,electronic
14304,Soundcheck,Victor Calderone,Friday,1/27/17,electronic
14303,Soundcheck,Harry Romero,Friday,1/6/17,electronic
14302,Soundcheck,Ray Volpe,Wednesday,9/27/17,electronic
14301,Soundcheck,LA Riots,Friday,5/5/17,electronic
14300,Soundcheck,Guy Gerber,Friday,6/9/17,electronic
14299,Soundcheck,Kennedy Jones,Wednesday,2/1/17,electronic
14298,Soundcheck,Louisahhh,Friday,5/12/17,electronic
14297,Soundcheck,Damian Lazarus,Friday,2/3/17,electronic
14296,Soundcheck,Bare Noize,Wednesday,7/26/17,electronic
14295,Soundcheck,Erick Morillo,Friday,6/30/17,electronic
14294,Soundcheck,Kap Slap,Thursday,6/8/17,electronic
14293,Soundcheck,Green Velvet,Friday,11/10/17,electronic
14292,Soundcheck,Joseph Capriati,Friday,5/26/17,electronic
14291,Soundcheck,Firebeatz,Thursday,4/13/17,electronic
14290,Soundcheck,Gabriel & Dresden,Friday,3/31/17,electronic
14289,Soundcheck,Sharam,Friday,2/10/17,electronic
14288,Soundcheck,Gabriel & Dresden,Friday,10/6/17,electronic
14287,Soundcheck,Nicole Moudaber,Friday,9/1/17,electronic
14286,Soundcheck,Drezo,Thursday,4/20/17,electronic
14285,Soundcheck,Said the Sky,Wednesday,4/19/17,electronic
14284,Soundcheck,Party Thieves,Wednesday,4/5/17,electronic
14282,Soundcheck,Bassjackers,Thursday,8/10/17,electronic
14281,Soundcheck,Chocolate Puma,Friday,2/17/17,electronic
14280,Soundcheck,Grum,Thursday,2/16/17,electronic
14279,Soundcheck,ill.Gates,Wednesday,5/24/17,electronic
14278,Soundcheck,Yotto,Friday,9/29/17,electronic
14277,Soundcheck,Elephante,Thursday,10/19/17,electronic
14276,Soundcheck,Bleep Bloop,Wednesday,3/8/17,electronic
14275,Soundcheck,Elephante,Thursday,10/19/17,electronic
14274,Soundcheck,Darude,Friday,3/3/17,electronic
14273,Soundcheck,Ilan Bluestone,Thursday,10/5/17,electronic
14272,Soundcheck,Party Favor,Wednesday,5/3/17,electronic
14271,Soundcheck,Markus Schulz,Thursday,11/9/17,electronic
14270,Soundcheck,Kidnap Kid,Friday,8/4/17,electronic
14269,Soundcheck,Green Velvet,Thursday,3/16/17,electronic
14268,Soundcheck,Timmy Trumpet,Thursday,8/31/17,electronic
14267,Soundcheck,Morgan Page,Thursday,1/12/17,electronic
14265,Soundcheck,Grum,Thursday,7/20/17,electronic
14264,Soundcheck,Ferry Corsten,Thursday,5/18/17,electronic
14263,Soundcheck,Wolfgang Gartner,Thursday,4/27/17,electronic
14262,Soundcheck,Camo & Krooked,Wednesday,6/21/17,electronic
14261,Soundcheck,Paul Oakenfold,Thursday,5/4/17,electronic
14260,Soundcheck,Sigala,Thursday,3/23/17,electronic
14259,Soundcheck,EDX,Friday,9/8/17,electronic
14257,Soundcheck,Elephante,Thursday,2/23/17,electronic
14256,Soundcheck,Kaskade,Thursday,5/11/17,electronic
14255,Soundcheck,Cazzette,Thursday,1/19/17,electronic
14254,Soundcheck,Cheat Codes,Thursday,4/6/17,electronic
14253,Soundcheck,Mat Zo,Thursday,9/14/17,electronic
14252,Soundcheck,Audien,Thursday,2/9/17,electronic
14251,Soundcheck,Cazzette,Friday,8/25/17,electronic
14250,Soundcheck,Pegboard Nerds,Wednesday,5/17/17,electronic
14249,Soundcheck,Gorgon City,Thursday,10/12/17,electronic
14248,Soundcheck,A-Trak,Thursday,5/25/17,electronic
14247,Soundcheck,Lee Curtiss,Friday,10/14/16,electronic
14246,Soundcheck,DJ Boris,Sunday,7/31/16,electronic
14245,Soundcheck,Wally Lopez,Sunday,5/8/16,electronic
14244,Soundcheck,Joseph Capriati,Friday,11/25/16,electronic
14242,Soundcheck,Patrick Topping,Sunday,6/5/16,electronic
14241,Soundcheck,Alan Fitzpatrick,Sunday,5/22/16,electronic
14240,Soundcheck,Botnek,Wednesday,8/3/16,electronic
14239,Soundcheck,Sander Kleinenberg,Sunday,7/10/16,electronic
14238,Soundcheck,Cookie Monsta,Wednesday,1/6/16,electronic
14237,Soundcheck,Matt Lange,Friday,11/18/16,electronic
14236,Soundcheck,Wiwek,Wednesday,9/14/16,electronic
14234,Soundcheck,Victor Calderone,Sunday,7/24/16,electronic
14233,Soundcheck,Jeremy Olander,Sunday,2/14/16,electronic
14232,Soundcheck,Wax Motif,Wednesday,1/27/16,electronic
14231,Soundcheck,Manufactured Superstars,Thursday,1/28/16,electronic
14230,Soundcheck,Alan Fitzpatrick,Sunday,1/24/16,electronic
14229,Soundcheck,Chuckie,Thursday,11/17/16,electronic
14228,Soundcheck,EDX,Friday,11/4/16,electronic
14227,Soundcheck,Erick Morillo,Friday,10/28/16,electronic
14226,Soundcheck,Mat Zo,Thursday,10/6/16,electronic
14225,Soundcheck,K Theory,Wednesday,10/5/16,electronic
14224,Soundcheck,Fehrplay,Sunday,8/14/16,electronic
14223,Soundcheck,Hannah Wants,Thursday,8/4/16,electronic
14222,Soundcheck,Gabriel & Dresden,Thursday,7/21/16,electronic
14221,Soundcheck,Sharam,Sunday,6/26/16,electronic
14220,Soundcheck,Robbie Rivera,Sunday,4/17/16,electronic
14219,Soundcheck,Ephwurd,Wednesday,11/23/16,electronic
14218,Soundcheck,Joris Voorn,Thursday,6/9/16,electronic
14217,Soundcheck,Nic Fanciulli,Sunday,5/29/16,electronic
14216,Soundcheck,Carlo Lio,Sunday,5/15/16,electronic
14215,Soundcheck,Danny Tenaglia,Sunday,2/28/16,electronic
14214,Soundcheck,Apashe,Wednesday,12/7/16,electronic
14213,Soundcheck,Cosmic Gate,Thursday,11/10/16,electronic
14212,Soundcheck,Ilan Bluestone,Thursday,10/6/16,electronic
14211,Soundcheck,Jason Ross,Thursday,9/29/16,electronic
14210,Soundcheck,SBCR,Wednesday,8/31/16,electronic
14209,Soundcheck,Nicole Moudaber,Sunday,6/12/16,electronic
14208,Soundcheck,•À_•À_rjan Nilsen,Thursday,4/14/16,electronic
14207,Soundcheck,Anna Lunoe,Thursday,11/3/16,electronic
14206,Soundcheck,Hernan Cattaneo,Sunday,8/28/16,electronic
14205,Soundcheck,Paris Blohm,Thursday,6/30/16,electronic
14204,Soundcheck,Michael Woods,Thursday,4/21/16,electronic
14203,Soundcheck,Nic Fanciulli,Sunday,3/6/16,electronic
14202,Soundcheck,Gabriel & Dresden,Thursday,1/7/16,electronic
14201,Soundcheck,Dannic,Thursday,8/18/16,electronic
14200,Soundcheck,Party Thieves,Wednesday,6/8/16,electronic
14199,Soundcheck,Ellen Allien,Sunday,3/20/16,electronic
14198,Soundcheck,Mark Knight,Sunday,1/10/16,electronic
14197,Soundcheck,Mark Knight,Friday,12/30/16,electronic
14196,Soundcheck,Chris Lake,Friday,12/16/16,electronic
14195,Soundcheck,Tiga,Sunday,4/3/16,electronic
14193,Soundcheck,Andrew Rayel,Thursday,5/26/16,electronic
14192,Soundcheck,Amtrac,Sunday,1/31/16,electronic
14191,Soundcheck,Dieselboy,Wednesday,12/28/16,electronic
14190,Soundcheck,Louis Futon,Wednesday,2/17/16,electronic
14189,Soundcheck,Anna Lunoe,Thursday,11/3/16,electronic
14188,Soundcheck,LOUDPVCK,Wednesday,11/30/16,electronic
14187,Soundcheck,Skream,Sunday,3/13/16,electronic
14186,Soundcheck,Dirtyphonics,Wednesday,12/14/16,electronic
14185,Soundcheck,Eptic,Wednesday,9/28/16,electronic
14184,Soundcheck,Kap Slap,Wednesday,9/21/16,electronic
14183,Soundcheck,Dzeko and Torres,Thursday,6/2/16,electronic
14182,Soundcheck,Claptone,Sunday,2/21/16,electronic
14181,Soundcheck,Sander van Doorn,Thursday,12/22/16,electronic
14180,Soundcheck,Tommy Trash,Thursday,5/19/16,electronic
14178,Soundcheck,Amtrac,Friday,9/23/16,electronic
14177,Soundcheck,Pierce Fulton,Thursday,3/24/16,electronic
14176,Soundcheck,Morgan Page,Thursday,1/14/16,electronic
14175,Soundcheck,Pegboard Nerds,Wednesday,4/27/16,electronic
14174,Soundcheck,Bingo Players,Thursday,3/17/16,electronic
14173,Soundcheck,Pete Tong,Thursday,9/22/16,electronic
14172,Soundcheck,Paul Oakenfold,Thursday,7/14/16,electronic
14171,Soundcheck,Noisia,Wednesday,5/25/16,electronic
14170,Soundcheck,Markus Schulz,Thursday,5/5/16,electronic
14169,Soundcheck,Gareth Emery,Thursday,4/7/16,electronic
14168,Soundcheck,Dirty South,Thursday,12/8/16,electronic
14167,Soundcheck,12th Planet,Wednesday,11/16/16,electronic
14166,Soundcheck,Laidback Luke,Sunday,8/21/16,electronic
14165,Soundcheck,Vicetone,Thursday,6/23/16,electronic
14164,Soundcheck,Paul van Dyk,Thursday,3/31/16,electronic
14163,Soundcheck,Feed Me,Wednesday,2/24/16,electronic
14162,Soundcheck,Fedde le Grand,Thursday,8/25/16,electronic
14161,Soundcheck,Bingo Players,Thursday,12/1/16,electronic
14159,Soundcheck,Netsky,Wednesday,2/10/16,electronic
14158,Soundcheck,Ookay,Wednesday,12/21/16,electronic
14157,Soundcheck,Cazzette,Thursday,3/3/16,electronic
14155,Soundcheck,Steve Aoki,Monday,5/30/16,electronic
14154,Soundcheck,TOKiMONSTA,Wednesday,5/4/16,electronic
14153,Soundcheck,Krewella,Thursday,9/15/16,electronic
14152,Soundcheck,Madeon,Thursday,12/29/16,electronic
14151,Soundcheck,A-Trak,Friday,10/21/16,electronic
14150,Soundcheck,Giraffage,Wednesday,11/9/16,electronic
14149,Soundcheck,Stacey Pullen,Sunday,12/20/15,electronic
14148,Soundcheck,La Fleur,Sunday,12/6/15,electronic
14147,Soundcheck,Carlo Lio,Sunday,11/8/15,electronic
14146,Soundcheck,Paul Ritch,Sunday,9/20/15,electronic
14145,Soundcheck,Robert Dietz,Sunday,12/13/15,electronic
14144,Soundcheck,Kryder,Thursday,8/20/15,electronic
14143,Soundcheck,Sharam,Thursday,11/26/15,electronic
14142,Soundcheck,Alan Fitzpatrick,Sunday,9/6/15,electronic
14141,Soundcheck,Guy Gerber,Sunday,10/18/15,electronic
14140,Soundcheck,Roger Sanchez,Sunday,9/13/15,electronic
14139,Soundcheck,Kennedy Jones,Wednesday,8/12/15,electronic
14136,Soundcheck,Danny Byrd,Wednesday,9/23/15,electronic
14135,Soundcheck,Paris Blohm,Thursday,9/3/15,electronic
14134,Soundcheck,Amtrac,Friday,8/28/15,electronic
14132,Soundcheck,Fox Stevenson,Wednesday,10/28/15,electronic
14131,Soundcheck,Stafford Brothers,Thursday,10/15/15,electronic
14130,Soundcheck,Amtrac,Sunday,10/4/15,electronic
14129,Soundcheck,Habstrakt,Wednesday,12/30/15,electronic
14128,Soundcheck,Alvaro,Thursday,10/8/15,electronic
14126,Soundcheck,Loco Dice,Sunday,10/25/15,electronic
14125,Soundcheck,Fehrplay,Thursday,8/27/15,electronic
14124,Soundcheck,Amtrac,Sunday,10/4/15,electronic
14123,Soundcheck,Ookay,Wednesday,8/26/15,electronic
14122,Soundcheck,Party Favor,Wednesday,9/16/15,electronic
14121,Soundcheck,Dirtyphonics,Wednesday,9/2/15,electronic
14120,Soundcheck,Hot Since 82,Thursday,12/17/15,electronic
14119,Soundcheck,The M Machine,Wednesday,10/21/15,electronic
14118,Soundcheck,Dzeko and Torres,Thursday,11/19/15,electronic
14117,Soundcheck,Party Favor,Wednesday,9/16/15,electronic
14116,Soundcheck,Tommy Trash,Thursday,12/3/15,electronic
14115,Soundcheck,Cedric Gervais,Thursday,11/5/15,electronic
14114,Soundcheck,Pete Tong,Sunday,9/27/15,electronic
14113,Soundcheck,Dirty South,Thursday,12/10/15,electronic
14112,Soundcheck,Kill The Noise,Wednesday,10/7/15,electronic
14111,Soundcheck,Audien,Thursday,9/10/15,electronic
14091,Songbyrd,Moullinex,Monday,3/20/17,electronic
14088,Songbyrd,Zoogma,Saturday,8/12/17,electronic
14067,Songbyrd,Bright Light Bright Light,Thursday,6/22/17,electronic
14063,Songbyrd,Palmistry,Sunday,1/22/17,electronic
14032,Songbyrd,Allie X,Thursday,8/31/17,electronic
