"","venue","headliner","support","weekday","date","time","ticket_price"
"24977","U Street Music Hall","MisterWives (New Date)","Marian Hill, Handsome Ghost","Friday",2015-04-10,"6:00 PM","
			 $15       "
"24978","U Street Music Hall","Alex Winston","The Walking Sticks, Louis Weeks","Thursday",2015-04-09,"8:00 PM","
			 $12.00       "
"24979","U Street Music Hall","Shlohmo","Purple (Live), Nick Melons","Wednesday",2015-04-08,"9:00 PM","
			 $18.00       "
"24980","U Street Music Hall","Moving Castle Showcase","Dirty Chocolate, Hunt for the Breeze, Robokid, Yung Wall Street, Vices, Jailo, Manila Killa","Sunday",2015-04-05,"10:00 PM","
			 $5.00 - $15.00       "
"24981","U Street Music Hall","Gent & Jawns","Andromulus, Spinser Tracy","Saturday",2015-04-04,"10:30 PM","
			 $10.00       "
"24982","U Street Music Hall","Cody Simpson","","Saturday",2015-04-04,"7:00 PM","
			 $28.50       "
"24983","U Street Music Hall","Charles Feelgood","Freddy Be, Crimson Raiders","Friday",2015-04-03,"10:00 PM","
			 $10.00       "
"24984","U Street Music Hall","Raury","Ace Cosgrove","Friday",2015-04-03,"7:00 PM","
			 $15       "
"24985","U Street Music Hall","Clark and Nosaj Thing","Rival Consoles","Thursday",2015-04-02,"11:00 PM","
			 $15.00       "
"24986","U Street Music Hall","Reptar","Sun Club, Breathers","Thursday",2015-04-02,"7:00 PM","
			 $18       "
"24987","U Street Music Hall","Bakermat (DJ set)","Jus Nowhere","Wednesday",2015-04-01,"10:00 PM","
			 $15.00       "
"24988","U Street Music Hall","LILLYWOOD and the Prick","French Horn Rebellion","Wednesday",2015-04-01,"7:00 PM","
			 $25       "
"24989","U Street Music Hall","Halsey & Young Rising Sons","Olivver","Monday",2015-03-30,"7:00 PM","
			 $15       "
"24990","U Street Music Hall","Years & Years","Ozker","Sunday",2015-03-29,"9:00 PM","
			 $15       "
"24991","U Street Music Hall","BLISS with Will Eastman, Nacey, & Yomimbi","","Saturday",2015-03-28,"10:30 PM","
			 $10.00       "
"24992","U Street Music Hall","MisterWives","Handsome Ghost","Saturday",2015-03-28,"6:00 PM","
			 $15       "
"24993","U Street Music Hall","Detroit Swindle","Shawn Q","Friday",2015-03-27,"10:00 PM","
			 $10.00       "
"24994","U Street Music Hall","Gui Boratto","Chadwick, Jandro","Thursday",2015-03-26,"9:00 PM","
			 $20       "
"24995","U Street Music Hall","Goldfish","Eno, YPSET","Wednesday",2015-03-25,"9:00 PM","
			 $20.00       "
"24996","U Street Music Hall","Ibeyi","Flo Morrissey","Tuesday",2015-03-24,"7:00 PM","
			 $15       "
"24997","U Street Music Hall","Claptone","Beautiful Swimmers, Ken Lazee","Saturday",2015-03-21,"10:00 PM","
			 $15.00       "
"24998","U Street Music Hall","Chris Lake","Will Eastman","Friday",2015-03-20,"10:00 PM","
			 $15.00       "
"24999","U Street Music Hall","Jimmy Edgar","Tittsworth, DJ Lisa Frank","Thursday",2015-03-19,"10:30 PM","
			 $10.00       "
"25000","U Street Music Hall","Kindness","Pell","Thursday",2015-03-19,"7:00 PM","
			 $15       "
"25001","U Street Music Hall","Moombahton Massive + Fort Knox Five","","Wednesday",2015-03-18,"10:00 PM","
			 $10.00       "
"25002","U Street Music Hall","Dubfire (Open to close set)","","Sunday",2015-03-15,"10:00 PM","
			 $12.00       "
"25003","U Street Music Hall","Lido","Alex Young, Louie Lastic, Keylow","Saturday",2015-03-14,"11:00 PM","
			 $10.00       "
"25004","U Street Music Hall","U.S. Royalty","Pleasure Curses, Made Violent","Saturday",2015-03-14,"6:00 PM","
			 $18       "
"25005","U Street Music Hall","Tensnake with Special Guest Flight Facilities (DJ Set)","Juan Zapata, Charles Martin","Friday",2015-03-13,"10:00 PM","
			 $15.00       "
"25006","U Street Music Hall","Flight Facilities (at 9:30 Club)","Feed Me Disco with Eau Claire","Friday",2015-03-13,"10:00 PM","
			 $25       "
"25007","U Street Music Hall","Karl Kling (DJ Set) + Magic Man (DJ Set)","","Thursday",2015-03-12,"10:00 PM","
			 Free       "
"25008","U Street Music Hall","The M Machine","Massacat, LUSH, Tre Justice vs. Kid Fratello","Wednesday",2015-03-11,"10:30 PM","
			 $15.00       "
"25009","U Street Music Hall","Hermitude","Seez Mics","Wednesday",2015-03-11,"7:00 PM","
			 $18       "
"25010","U Street Music Hall","Pete Rock & Slum Village","HANiF","Tuesday",2015-03-10,"7:00 PM","
			 $25       "
"25011","U Street Music Hall","Beardyman","DJ 2rip, Proxxy & Lantern","Sunday",2015-03-08,"9:00 PM","
			 $15.00       "
"25012","U Street Music Hall","Eats Everything","Nadastrom","Saturday",2015-03-07,"10:00 PM","
			 $15.00       "
"25013","U Street Music Hall","George FitzGerald & Leon Vynehall","Philip Goyette","Friday",2015-03-06,"10:30 PM","
			 $12.00       "
"25014","U Street Music Hall","Hundred Waters","Mitski, Soft Cat","Friday",2015-03-06,"7:00 PM","
			 $15       "
"25015","U Street Music Hall","French Horn Rebellion","","Thursday",2015-03-05,"7:00 PM","
			 $15       "
"25016","U Street Music Hall","Sweater Beats","Kastle, Manila Killa","Wednesday",2015-03-04,"10:00 PM","
			 $10.00 - $12.00       "
"25017","U Street Music Hall","Animal Collective (Geologist, Deakin DJ Set)","Nightbird (John of U.S. Royalty)","Tuesday",2015-03-03,"10:00 PM","
			 $10.00       "
"25018","U Street Music Hall","MJ Cole","Brother Pinch, Jett Chandon, Omnibud, Tarik Evolve, MC Twisty","Sunday",2015-03-01,"9:00 PM","
			 $10.00       "
"25019","U Street Music Hall","BLISS with Will Eastman, Eau Claire and Philco","","Saturday",2015-02-28,"10:00 PM","
			 $10.00       "
"25020","U Street Music Hall","Sharam","Sarah Myers, Rosenberg","Friday",2015-02-27,"10:30 PM","
			 $12.00       "
"25021","U Street Music Hall","Wolf Alice","Trunkweed","Friday",2015-02-27,"7:00 PM","
			 $15       "
"25022","U Street Music Hall","Krafty Kuts","Proxxy & Lantern, Crimson Raiders, Unknown DJ, Christian Dope","Thursday",2015-02-26,"10:00 PM","
			 $10.00       "
"25023","U Street Music Hall","MK","Beckwith, DJ Nav","Wednesday",2015-02-25,"10:00 PM","
			 $15.00       "
"25024","U Street Music Hall","OCD: Moosh & Twist","Ground Up, Witt Lowry","Wednesday",2015-02-25,"7:00 PM","
			 $15       "
"25025","U Street Music Hall","Kyle Kinane","John F. O�۪Donnell","Tuesday",2015-02-24,"10:00 PM","
			 $18       "
"25026","U Street Music Hall","Kyle Kinane","John F. O�۪Donnell","Tuesday",2015-02-24,"7:30 PM","
			 $18       "
"25027","U Street Music Hall","Brenmar","Mista Selecta, Mane Squeeze","Sunday",2015-02-22,"10:00 PM","
			 $8.00       "
"25028","U Street Music Hall","Alvin Risk","Brian Billion, Buster, The Lothario vs Jackson Kachor","Saturday",2015-02-21,"10:00 PM","
			 $10.00 - $15.00       "
"25029","U Street Music Hall","Treasure Fingers","Martin Roth, Ozker","Friday",2015-02-20,"10:30 PM","
			 $10.00       "
"25030","U Street Music Hall","Young Summer","Ploy, Pleasure Curses","Friday",2015-02-20,"7:00 PM","
			 $15       "
"25031","U Street Music Hall","Chocolate Puma","Seba Yuri, Brad Piff","Thursday",2015-02-19,"10:00 PM","
			 $10.00       "
"25032","U Street Music Hall","Nightmares on Wax (DJ Set)","All Good Funk Alliance","Wednesday",2015-02-18,"10:30 PM","
			 $12.00       "
"25033","U Street Music Hall","Francisco The Man","Jackson Scott, Raindeer","Wednesday",2015-02-18,"7:00 PM","
			 $15       "
"25034","U Street Music Hall","DC Loves Dilla","","Sunday",2015-02-15,"10:30 PM","
			 $10.00       "
"25035","U Street Music Hall","Theophilus London","Father","Sunday",2015-02-15,"6:30 PM","
			 $26       "
"25036","U Street Music Hall","Thomas Jack","Sam Feldt, Tommy Cornelis","Saturday",2015-02-14,"10:30 PM","
			 $10.00       "
"25037","U Street Music Hall","Doomtree","Open Mike Eagle, Seez Mics","Saturday",2015-02-14,"6:30 PM","
			 $16       "
"25038","U Street Music Hall","James Zabiela","DJ Lisa Frank, Sumner","Friday",2015-02-13,"10:30 PM","
			 $15.00       "
"25039","U Street Music Hall","JMSN","Rochelle Jordan, Abhi//Dijon","Friday",2015-02-13,"6:00 PM","
			 $15       "
"25040","U Street Music Hall","Chris McClenney","Kidd Marvel, Mane Squeeze, Ayes Cold, Native Sun","Thursday",2015-02-12,"10:00 PM","
			 Free before 11:30pm with RSVP, $5 after       "
"25041","U Street Music Hall","Animal Collective (Deakin, Geologist & Avey Tare DJ Set)","Nightbird (John of U.S. Royalty)","Sunday",2015-02-08,"10:00 PM","
			 $10.00       "
"25042","U Street Music Hall","Autograf & Zimmer","Feed Me Disco with Eau Claire","Saturday",2015-02-07,"10:30 PM","
			 $10.00       "
"25043","U Street Music Hall","The Project","His Dream Of Lions, Sub Radio Standard","Saturday",2015-02-07,"6:30 PM","
			 $15       "
"25044","U Street Music Hall","Mark Farina","Karina, Benoit Benoit","Friday",2015-02-06,"10:00 PM","
			 $15.00       "
"25045","U Street Music Hall","Viceroy (at 9:30 Club)","Phantoms, Will Eastman","Thursday",2015-02-05,"9:00 PM","
			 $15       "
"25046","U Street Music Hall","DJ Sliink","Enferno, James Nasty","Wednesday",2015-02-04,"10:00 PM","
			 $10.00       "
"25047","U Street Music Hall","Konkrete Jungle with Logistics","Render One, The Bass Avengers, Lady Shah","Sunday",2015-02-01,"9:00 PM","
			 $10.00 - $15.00       "
"25048","U Street Music Hall","Gigamesh","Slaptop, Lightwaves","Saturday",2015-01-31,"10:00 PM","
			 $10.00       "
"25049","U Street Music Hall","DJ Tennis (Extended Set)","Chris Nitti","Friday",2015-01-30,"10:00 PM","
			 $10.00       "
"25050","U Street Music Hall","Red Bull Thre3style Washington DC Qualifier","","Thursday",2015-01-29,"9:00 PM","
			 Free with RSVP       "
"25051","U Street Music Hall","Giraffage","Spazzkid, Dirty Chocolate","Wednesday",2015-01-28,"10:00 PM","
			 $15.00       "
"25052","U Street Music Hall","Baby Bry Bry & The Apologists","BRNDA, What Moon Things, The Sea Life","Sunday",2015-01-25,"7:00 PM","
			 $15       "
"25053","U Street Music Hall","BLISS with Will Eastman, Jackson Ryland, & Cosby","","Saturday",2015-01-24,"10:00 PM","
			 $10.00       "
"25054","U Street Music Hall","Nick Hakim","Big Thief","Saturday",2015-01-24,"7:00 PM","
			 $15       "
"25055","U Street Music Hall","Dennis Ferrer","Chris Burns, Sami Y.","Friday",2015-01-23,"10:00 PM","
			 $15.00       "
"25056","U Street Music Hall","Hamilton Leithauser","Bully","Friday",2015-01-23,"7:00 PM","
			 $18       "
"25057","U Street Music Hall","SoySauce Sushi Party","Sushi Killer b2b Shawn Wasabi, Jai Wolf","Thursday",2015-01-22,"10:00 PM","
			 $15       "
"25058","U Street Music Hall","Goldfish (at Rams Head Live)","Soohan, Mr. Bonkerz","Thursday",2015-01-22,"8:00 PM","
			 $15.00       "
"25059","U Street Music Hall","Kolsch","Wave Age, Presa","Wednesday",2015-01-21,"9:00 PM","
			 $10.00       "
"25060","U Street Music Hall","Funk 4 The Dream with Afrika Bambaataa","Cosmo Baker, Fort Knox Five, All Good Funk Alliance","Sunday",2015-01-18,"9:00 PM","
			 $10.00       "
"25061","U Street Music Hall","REV909: Daft Punk/French House tribute and Indie Dance classics","Will Eastman, Ozker","Saturday",2015-01-17,"10:00 PM","
			 $10.00       "
"25062","U Street Music Hall","Boris","Zenbi, Seba Yuri","Friday",2015-01-16,"10:00 PM","
			 $10.00       "
"25063","U Street Music Hall","Destructo","Anna Lunoe & Motez, T.Williams","Thursday",2015-01-15,"10:30 PM","
			 $15.00       "
"25064","U Street Music Hall","Kawehi","Alicia Rae","Thursday",2015-01-15,"7:00 PM","
			 $18       "
"25065","U Street Music Hall","Anamanaguchi","Maxo, Basscamp (DJ)","Wednesday",2015-01-14,"8:00 PM","
			 $15       "
"25066","U Street Music Hall","Solomun","Juan Zapata, Philip Goyette","Saturday",2015-01-10,"10:00 PM","
			 $20.00       "
"25067","U Street Music Hall","The Knocks (DJ Set)","Caleb L'Etoile, Baronhawk","Friday",2015-01-09,"10:00 PM","
			 $15.00       "
"25068","U Street Music Hall","Alex Metric","Royal","Thursday",2015-01-08,"10:00 PM","
			 $15.00       "
"25069","U Street Music Hall","Glide","","Monday",2015-01-05,"9:00 PM",""
"25070","U Street Music Hall","Star Slinger","Trippy Turtle, Infuze","Saturday",2015-01-03,"10:00 PM","
			 $15.00       "
"25071","U Street Music Hall","Sam Burns","Keenan Orr, Charles Martin","Friday",2015-01-02,"10:00 PM","
			 $10.00       "
"25072","U Street Music Hall","New Year's Eve","Nadastrom, U Hell Halloween party with Gent & Jawns, Jen Lasher","Wednesday",2014-12-31,"10:00 PM","
			 $10.00       "
"25073","U Street Music Hall","Teedra Moses","The Fix, DJ Chubb E Swagg","Tuesday",2014-12-30,"7:00 PM","
			 $20.00       "
"25074","U Street Music Hall","Holy Slizzatrism 2K14 Holiday Party with Iman Omari","Ras Nebyu, Mista Selecta, DJ K-Meta","Sunday",2014-12-28,"10:00 PM","
			 $5.00 - $10.00       "
"25075","U Street Music Hall","Bliss with special guests Juan MacLean & Nancy Whang, Ben Browning","","Saturday",2014-12-27,"10:00 PM","
			 $10.00       "
"25076","U Street Music Hall","The Morrison Brothers Band","","Saturday",2014-12-27,"7:00 PM","
			 $15       "
"25077","U Street Music Hall","Deep Sugar DC w/ Ultra Nat̩","Lisa Moody, Ken Lazee","Friday",2014-12-26,"10:00 PM","
			 $10.00       "
"25078","U Street Music Hall","Home for the Holidays II","Jerome Baker III, Spinser Tracy, DJ Spicoli, DJ Excel","Tuesday",2014-12-23,"10:00 PM","
			 $5-10       "
"25079","U Street Music Hall","Native Sun","DJ Diem, Mojo & Finn","Sunday",2014-12-21,"10:00 PM","
			 $10.00       "
"25080","U Street Music Hall","MuMu Fresh","","Sunday",2014-12-21,"7:00 PM","
			 $15.00       "
"25081","U Street Music Hall","Route 94","Andy Grant, Cosby","Saturday",2014-12-20,"10:00 PM","
			 $10.00       "
"25082","U Street Music Hall","Raury","","Saturday",2014-12-20,"7:00 PM","
			 $15       "
"25083","U Street Music Hall","Oscar G","Farid, Juan Zapata","Friday",2014-12-19,"10:00 PM","
			 $10.00       "
"25084","U Street Music Hall","Goldroom (DJ set)","Moullinex (DJ set), Smudge","Thursday",2014-12-18,"10:00 PM","
			 $12.00       "
"25085","U Street Music Hall","Bear Hands","Great Good Fine Ok, Champagne Fever","Thursday",2014-12-18,"6:30 PM","
			 $12.00       "
"25086","U Street Music Hall","Flosstradamus (at 9:30 Club)","Curtis Williams w/ Two-9, Mathias","Wednesday",2014-12-17,"8:00 PM","
			 $30       "
"25087","U Street Music Hall","Flosstradamus (at 9:30 Club)","Curtis Williams w/ Two-9, DJ Money","Tuesday",2014-12-16,"8:00 PM","
			 $30       "
"25088","U Street Music Hall","Paperhaus","performing Kraftwerk's ""Trans Europe Express"", Steven Faith","Sunday",2014-12-14,"8:00 PM","
			 $5.00       "
"25089","U Street Music Hall","J. Phlip","Monty Luke, DJ Lisa Frank","Saturday",2014-12-13,"10:00 PM","
			 $10.00       "
"25090","U Street Music Hall","Robert DeLong","Ozker","Saturday",2014-12-13,"7:00 PM","
			 $16       "
"25091","U Street Music Hall","Carlo Lio","Schubert, Oliver Caine","Friday",2014-12-12,"10:00 PM","
			 $10.00       "
"25092","U Street Music Hall","Dieselboy","R4NS0M, Subversions (DJ AMP, Deinfamous & MC Twisty)","Thursday",2014-12-11,"10:00 PM","
			 $10.00       "
"25093","U Street Music Hall","Tube & Berger","The Elders, Ozker","Wednesday",2014-12-10,"10:00 PM","
			 $10.00       "
"25094","U Street Music Hall","DanceSafe Happy Hour","DJ Lisa Frank, Christian Dope, Seba Yuri","Wednesday",2014-12-10,"7:00 PM","
			 $5       "
"25095","U Street Music Hall","Orchard Lounge","Mr. Bonkerz","Saturday",2014-12-06,"10:00 PM","
			 $12.00       "
"25096","U Street Music Hall","The Shadowboxers","Who Needs A Pulse, Griff's Room Band","Saturday",2014-12-06,"6:30 PM","
			 $15       "
"25097","U Street Music Hall","Max Cooper","Chris Nitti, Navbox","Friday",2014-12-05,"10:00 PM","
			 $10.00       "
"25098","U Street Music Hall","BadBadNotGood","Ace Cosgrove","Friday",2014-12-05,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25099","U Street Music Hall","Pleasurekraft","RNS","Thursday",2014-12-04,"10:00 PM","
			 $15.00       "
"25100","U Street Music Hall","Les Sins","Royal, Philip Goyette","Wednesday",2014-12-03,"9:00 PM","
			 $15.00       "
"25101","U Street Music Hall","New Build & Museum of Love","Steven Faith, Mart�_n Miguel","Tuesday",2014-12-02,"9:00 PM","
			 $10.00       "
"25102","U Street Music Hall","MSTRKRFT (DJ set)","Manila Killa, The Clown Prince","Sunday",2014-11-30,"10:00 PM",""
"25103","U Street Music Hall","Dubbel Dutch(CANCELLED)","Total Freedom, Basscamp","Saturday",2014-11-29,"11:00 PM","
			 $10.00       "
"25104","U Street Music Hall","Keenan Orr","Trev-ski, Opening sets from Philco, Citizen Select","Saturday",2014-11-29,"10:00 PM","
			 $10.00       "
"25105","U Street Music Hall","Kelela (CANCELLED)","Junglepussy","Saturday",2014-11-29,"7:00 PM","
			 $20       "
"25106","U Street Music Hall","DJ Dan","Baggadonuts, Buster, Ray Casil","Friday",2014-11-28,"10:00 PM","
			 $10.00       "
"25107","U Street Music Hall","The Kin","Sophie and the Bom Boms, Pressing Strings","Friday",2014-11-28,"6:30 PM","
			 $20       "
"25108","U Street Music Hall","Moombahton Massive XL","Nadastrom, Sabo, Jen Lasher, Billy The Gent","Wednesday",2014-11-26,"9:00 PM","
			 $10.00       "
"25109","U Street Music Hall","Home for the Holidays","","Tuesday",2014-11-25,"10:00 PM","
			 $15.00       "
"25110","U Street Music Hall","Story League ALL-STARS: Tournament 10","","Monday",2014-11-24,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15.00       "
"25111","U Street Music Hall","GoldLink","Abhi//Dijon, Chaz French, Louie Lastic","Sunday",2014-11-23,"7:00 PM","
			 $15       "
"25112","U Street Music Hall","BLISS with Will Eastman, Jus Nowhere & DJ Nav","","Saturday",2014-11-22,"10:00 PM","
			 $10.00       "
"25113","U Street Music Hall","Jesse Boykins III","DJ Underdog","Saturday",2014-11-22,"7:00 PM","
			 $18.00       "
"25114","U Street Music Hall","Danny Daze","Ken Lazee, Funkdamentalist","Friday",2014-11-21,"10:00 PM","
			 $10.00       "
"25115","U Street Music Hall","Boombox Cartel","Des McMahon, Presa","Thursday",2014-11-20,"10:00 PM","
			 $10.00       "
"25116","U Street Music Hall","Ryan Hemsworth","Tennyson, Ricky Eat Acid","Wednesday",2014-11-19,"9:00 PM","
			 $18.00       "
"25117","U Street Music Hall","Savant","JELO, Rex Riot B2B Basscamp","Sunday",2014-11-16,"9:00 PM","
			 $18.00       "
"25118","U Street Music Hall","Salva","Willy Joy, Sons of Satin","Saturday",2014-11-15,"10:00 PM","
			 $10.00       "
"25119","U Street Music Hall","Loud Boyz","Hound, Genocide Pact","Saturday",2014-11-15,"7:00 PM","
			 $15       "
"25120","U Street Music Hall","Julian Jeweil","Jubilee, Boss Ross","Friday",2014-11-14,"10:00 PM","
			 $10.00       "
"25121","U Street Music Hall","Lewis Watson","Alicia Rae","Friday",2014-11-14,"7:00 PM","
			 $15       "
"25122","U Street Music Hall","AlunaGeorge","","Thursday",2014-11-13,"10:00 PM","
			 $20.00       "
"25123","U Street Music Hall","GEMS","Tei Shi, V��RIT��, Flash Frequency (DJing between sets)","Thursday",2014-11-13,"8:00 PM","
			 $12.00       "
"25124","U Street Music Hall","Animal Collective Fall Residency (DJ Set)","Avey Tare, Geologist, Deakin, Nightbird (John of U.S. Royalty)","Wednesday",2014-11-12,"10:00 PM","
			 $10.00       "
"25125","U Street Music Hall","De Lux","","Wednesday",2014-11-12,"7:00 PM","
			 $15       "
"25126","U Street Music Hall","Rusko","Mathias","Sunday",2014-11-09,"10:15 PM","
			 $20.00       "
"25127","U Street Music Hall","Mark Lanegan Band","Cobra Verde, Lyenn","Sunday",2014-11-09,"Doors: 6:00 pm / Show: 6:00 pm ","
			 $25       "
"25128","U Street Music Hall","The Magician","Sammy Bananas, Baronhawk","Saturday",2014-11-08,"10:00 PM","
			 $15.00       "
"25129","U Street Music Hall","Kimbra","Empress Of","Saturday",2014-11-08,"7:00 PM","
			 $20       "
"25130","U Street Music Hall","Victor Calderone","Zenbi, Wahi","Friday",2014-11-07,"10:00 PM","
			 $15.00       "
"25131","U Street Music Hall","Dirty Guv'nahs","Cereus Bright","Friday",2014-11-07,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25132","U Street Music Hall","Chris Malinchak","Man & Woman, Ozker","Thursday",2014-11-06,"10:00 PM","
			 $10.00       "
"25133","U Street Music Hall","Hot Since 82","Chris Nitti","Wednesday",2014-11-05,"10:00 PM","
			 $15.00       "
"25134","U Street Music Hall","Walk The Moon","","Tuesday",2014-11-04,"7:00 PM","
			 $20       "
"25135","U Street Music Hall","This Will Destroy You","Future Death, Silent Land Time Machine","Sunday",2014-11-02,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25136","U Street Music Hall","Derrick Carter","Juan Zapata, Joe L.","Saturday",2014-11-01,"10:00 PM","
			 $12.00       "
"25137","U Street Music Hall","SOHN","Wet","Saturday",2014-11-01,"7:00 PM","
			 $15       "
"25138","U Street Music Hall","RL Grime (at 9:30 Club)","Branchez, Tommy Kruise","Friday",2014-10-31,"10:00 PM","
			 $25       "
"25139","U Street Music Hall","U Hell Halloween party with BrEaCh","Jus Nowhere B2B Philip Goyette","Friday",2014-10-31,"10:00 PM","
			 $12.00       "
"25140","U Street Music Hall","Lo Fang","","Friday",2014-10-31,"7:00 PM","
			 $15       "
"25141","U Street Music Hall","Klingande with special guest Monkey Safari","Smudge","Thursday",2014-10-30,"10:00 PM","
			 $18.00       "
"25142","U Street Music Hall","Digitalism (Live)","Steven Faith","Wednesday",2014-10-29,"9:00 PM","
			 $15.00       "
"25143","U Street Music Hall","Klangkarussell (live)","Louis Futon, Opening sets from Philco","Tuesday",2014-10-28,"9:00 PM","
			 $15.00       "
"25144","U Street Music Hall","Matt Stillwell","","Monday",2014-10-27,"6:00 PM","
			 $10       "
"25145","U Street Music Hall","Goldfish","Mr. Bonkerz, Ian Place","Sunday",2014-10-26,"9:00 PM","
			 $20.00       "
"25146","U Street Music Hall","RAC (at 9:30 Club)","Penguin Prison, SPEAK","Sunday",2014-10-26,"7:00 PM","
			 $28       "
"25147","U Street Music Hall","BLISS with Will Eastman, DJ Lisa Frank","","Saturday",2014-10-25,"10:00 PM","
			 $10.00       "
"25148","U Street Music Hall","Just A Gent","Mystery Skulls","Saturday",2014-10-25,"7:00 PM","
			 $15       "
"25149","U Street Music Hall","Aeroplane","Caleb L'Etoile, Brian Billion","Friday",2014-10-24,"10:30 PM","
			 $12.00       "
"25150","U Street Music Hall","Party Next Door","","Friday",2014-10-24,"7:00 PM","
			 $18       "
"25151","U Street Music Hall","Amine Edge & Dance","DJ Baronhawk","Thursday",2014-10-23,"10:00 PM","
			 $15.00       "
"25152","U Street Music Hall","Mary Lambert","Jillette Johnson","Thursday",2014-10-23,"7:00 PM","
			 $18       "
"25153","U Street Music Hall","Snakehips & STWO","Royal, Hunt for the Breeze","Wednesday",2014-10-22,"10:00 PM","
			 $10.00       "
"25154","U Street Music Hall","Sir Michael Rocks","Robb Banks, Ace Cosgrove, Greenspan","Wednesday",2014-10-22,"7:00 PM","
			 $15       "
"25155","U Street Music Hall","Colony House and Knox Hamilton","Cheerleader","Tuesday",2014-10-21,"7:00 PM","
			 $15       "
"25156","U Street Music Hall","Benjamin Booker","Blank Range","Monday",2014-10-20,"7:00 PM","
			 $15       "
"25157","U Street Music Hall","Daedelus","Spazzkid, Lance Neptune","Sunday",2014-10-19,"9:00 PM","
			 $12.00       "
"25158","U Street Music Hall","Fred Falke","Mighty Mouse, Micah Vellian","Saturday",2014-10-18,"10:00 PM","
			 $15.00       "
"25159","U Street Music Hall","Southern Culture on the Skids","Glenmont Popes","Saturday",2014-10-18,"7:00 PM","
			 $20       "
"25160","U Street Music Hall","Apollonia (Shonky, Dyed Soundorom, Dan Ghenacia)  -- open to close set","","Friday",2014-10-17,"10:00 PM","
			 $15.00       "
"25161","U Street Music Hall","Bernhoft (CANCELLED)","The Wind and The Wave","Friday",2014-10-17,"7:00 PM","
			 $20       "
"25162","U Street Music Hall","Kaytranada","Teklun, Mathias","Thursday",2014-10-16,"10:00 PM","
			 $20.00       "
"25163","U Street Music Hall","Busdriver","clipping., Milo, Kenny Segal","Thursday",2014-10-16,"7:00 PM","
			 $15       "
"25164","U Street Music Hall","Saint Pepsi","Lightwaves, Kevin Bayly (Furniteur / Brett)","Wednesday",2014-10-15,"10:00 PM","
			 $5       "
"25165","U Street Music Hall","La Femme","The Sea Life","Wednesday",2014-10-15,"7:00 PM","
			 $15       "
"25166","U Street Music Hall","(CANCELLED) Taylor McFerrin","Jahsonic, Lance Neptune","Tuesday",2014-10-14,"10:00 PM","
			 CANCELLED       "
"25167","U Street Music Hall","Beautiful Swimmers","Refugee","Monday",2014-10-13,"11:00 PM",""
"25168","U Street Music Hall","Motopony","The Family Crest, Andrew Grossman","Monday",2014-10-13,"7:00 PM","
			 $15       "
"25169","U Street Music Hall","Flying Lotus (at Lincoln Theatre)","Thundercat","Monday",2014-10-13,"6:30 PM","
			 $35       "
"25170","U Street Music Hall","Wick-It The Instigator","DJ Vadim, Fort Knox Five, Qdup","Sunday",2014-10-12,"9:00 PM","
			 $10.00       "
"25171","U Street Music Hall","Duke Dumont","Jackson Ryland, Man & Woman","Saturday",2014-10-11,"10:00 PM","
			 $15.00       "
"25172","U Street Music Hall","Generationals","Arum Rae","Saturday",2014-10-11,"7:00 PM","
			 $15       "
"25173","U Street Music Hall","Gorgon City","Henry Krinkle, Ozker","Friday",2014-10-10,"10:00 PM","
			 $20.00       "
"25174","U Street Music Hall","Moombahton Massive","Nadastrom, Sabo, LocoMotive","Wednesday",2014-10-08,"9:00 PM","
			 $10-12       "
"25175","U Street Music Hall","R��F��S DU SOL","Hermitude, Outputmessage (live), Opening sets from Philco","Tuesday",2014-10-07,"9:00 PM","
			 $15.00       "
"25176","U Street Music Hall","Hercules and Love Affair (CANCELLED)","Outputmessage","Tuesday",2014-10-07,"7:00 PM","
			 $25       "
"25177","U Street Music Hall","Animal Collective Fall Residency (DJ Set)","Geologist, Deakin, Nightbird (John of U.S. Royalty)","Sunday",2014-10-05,"10:00 PM","
			 $10.00       "
"25178","U Street Music Hall","Asgeir","Low Roar","Sunday",2014-10-05,"7:00 PM","
			 $15       "
"25179","U Street Music Hall","REV909: Daft Punk/French House tribute and Indie Dance classics","Will Eastman, Ozker","Saturday",2014-10-04,"10:00 PM","
			 $10.00       "
"25180","U Street Music Hall","Lil Dicky","DJ Omega","Saturday",2014-10-04,"7:00 PM","
			 $17       "
"25181","U Street Music Hall","KiNK (live)","Aaron Hedges, Raffi","Friday",2014-10-03,"10:00 PM","
			 $10.00       "
"25182","U Street Music Hall","We Are Scientists & Surfer Blood","Eternal Summers","Friday",2014-10-03,"Doors: 6:00 pm / Show: 6:00 pm ","
			 $20       "
"25183","U Street Music Hall","Tensnake","Beautiful Swimmers","Thursday",2014-10-02,"10:00 PM","
			 $10.00       "
"25184","U Street Music Hall","GusGus","Kiko King & Creative Maze","Thursday",2014-10-02,"6:30 PM","
			 $25       "
"25185","U Street Music Hall","Augustines","The Bots","Wednesday",2014-10-01,"7:00 PM","
			 $15       "
"25186","U Street Music Hall","ODESZA","Ambassadeurs","Tuesday",2014-09-30,"10:00 PM","
			 $15.00       "
