"","venue","headliner","support","weekday","date","time","ticket_price"
"4670","Birchmere","      Austin Lounge Lizards"," Carolina Chocolate Drops    ","Sunday",2007-11-04,"",""
"4671","Birchmere","      Dar Williams     ",NA,"Friday",2007-11-09,"",""
"4672","Birchmere","      Dar Williams     ",NA,"Saturday",2007-11-10,"",""
"4673","Birchmere","      Kate Clinton     ",NA,"Friday",2007-11-16,"",""
"4674","Birchmere","      Richie Havens     ",NA,"Saturday",2007-11-17,"",""
"4675","Birchmere","      Seldom Scene     ",NA,"Thursday",2007-11-22,"",""
"4676","Birchmere","      Seldom Scene"," Dry Branch Fire Squad    ","Friday",2007-11-23,"",""
"4677","Birchmere","      Seldom Scene"," Dry Branch Fire Squad    ","Saturday",2007-11-24,"",""
"4678","Birchmere","      Four Bitchin' Babes     ",NA,"Friday",2007-11-30,"",""
"4679","Birchmere","      Four Bitchin' Babes     ",NA,"Saturday",2007-12-01,"",""
"4680","Birchmere","      Suzy Bogguss     ",NA,"Sunday",2007-12-02,"",""
"4681","Birchmere","      The Clinch Mt Boys     ",NA,"Saturday",2007-12-15,"",""
"4682","Birchmere","      Babyface     ",NA,"Monday",2007-12-10,"",""
"4683","Birchmere","      John Corbett     ",NA,"Monday",2007-11-19,"",""
"4684","Birchmere","      Dead Can Dance     ",NA,"Monday",2007-05-07,"",""
"4685","Birchmere","      Bat For Lashes and Ben Lee     ",NA,"Tuesday",2007-12-18,"",""
"4686","Birchmere","      Joan Osborne     ",NA,"Sunday",2007-08-19,"",""
"4687","Birchmere","      Joe Ely     ",NA,"Friday",2007-08-24,"",""
"4688","Birchmere","      Nellie McKay     ",NA,"Tuesday",2007-03-27,"",""
"4689","Birchmere","      Todd Snider     ",NA,"Wednesday",2007-05-16,"",""
"4690","Birchmere","      Dawn Landes     ",NA,"Monday",2007-01-29,"",""
"4691","Birchmere","      Keiko Matsui     ",NA,"Monday",2007-03-19,"",""
"4692","Birchmere","      David Lindley and Leo Kottke     ",NA,"Tuesday",2007-04-10,"",""
"4693","Birchmere","      David Lindley and Leo Kottke     ",NA,"Wednesday",2007-04-11,"",""
"4694","Birchmere","      Poco"," Pure Prairie League    ","Saturday",2007-05-26,"",""
"4695","Birchmere","      Lisa Gerrard     ",NA,"Monday",2007-05-07,"",""
"4696","Birchmere","      Crosby"," Stills","Tuesday",2007-05-15,"",""
"4697","Birchmere","      Vienna Teng     ",NA,"Thursday",2007-07-19,"",""
"4698","Birchmere","      Nanci Griffith     ",NA,"Saturday",2007-03-17,"",""
"4699","Birchmere","      Southside Johnny & The Asbury Jukes     ",NA,"Sunday",2007-05-06,"",""
"4700","Birchmere","      Dick Dale     ",NA,"Wednesday",2007-06-06,"",""
"4701","Birchmere","      The Knitters     ",NA,"Tuesday",2007-05-01,"",""
"4702","Birchmere","      Tony Rice     ",NA,"Thursday",2007-09-20,"",""
"4703","Birchmere","      Tony Rice     ",NA,"Tuesday",2007-11-06,"",""
"4704","Birchmere","      Dave Alvin & The Guilty Men     ",NA,"Saturday",2007-01-20,"",""
"4705","Birchmere","      Ottmar Liebert     ",NA,"Saturday",2007-09-01,"",""
"4706","Birchmere","      Tom Paxton     ",NA,"Saturday",2007-11-03,"",""
"4707","Birchmere","      Seldom Scene     ",NA,"Monday",2007-12-31,"",""
"4708","Birchmere","      Howard Jones     ",NA,"Wednesday",2007-10-03,"",""
"4709","Birchmere","      Moya Brennan     ",NA,"Thursday",2007-12-06,"",""
"4710","Birchmere","      Punch Brothers     ",NA,"Friday",2008-05-23,"",""
"4711","Birchmere","      Todd Rundgren     ",NA,"Wednesday",2008-12-17,"",""
"4712","Birchmere","      Mike Doughty     ",NA,"Tuesday",2008-09-09,"",""
"4713","Birchmere","      Rachael Yamagata     ",NA,"Tuesday",2008-09-23,"",""
"4714","Birchmere","      Terrence Howard     ",NA,"Monday",2008-08-25,"",""
"4715","Birchmere","      Robyn Hitchcock     ",NA,"Tuesday",2008-11-18,"",""
"4716","Birchmere","      Eddie from Ohio     ",NA,"Saturday",2008-01-19,"",""
"4717","Birchmere","      Rachelle Ferrell     ",NA,"Thursday",2008-02-21,"",""
"4718","Birchmere","      Robin Trower     ",NA,"Sunday",2008-03-09,"",""
"4719","Birchmere","      Amel Larrieux     ",NA,"Thursday",2008-03-20,"",""
"4720","Birchmere","      Tift Merritt and The Everybodyfields     ",NA,"Friday",2008-03-21,"",""
"4721","Birchmere","      The Wailin' Jennys     ",NA,"Monday",2008-04-07,"",""
"4722","Birchmere","      Orchestra Baobab     ",NA,"Thursday",2008-06-19,"",""
"4723","Birchmere","      Marcus Miller     ",NA,"Wednesday",2008-04-09,"",""
"4724","Birchmere","      Mandrill     ",NA,"Tuesday",2008-06-17,"",""
"4725","Birchmere","      Mandrill     ",NA,"Wednesday",2008-06-18,"",""
"4726","Birchmere","      Mint Condition     ",NA,"Tuesday",2008-05-20,"",""
"4727","Birchmere","      The SteelDrivers"," Cornmeal    ","Friday",2008-05-16,"",""
"4728","Birchmere","      The Neville Brothers     ",NA,"Tuesday",2008-07-01,"",""
"4729","Birchmere","      Mickey Hart     ",NA,"Wednesday",2008-07-09,"",""
"4730","Birchmere","      Vesta Williams     ",NA,"Sunday",2008-08-03,"",""
"4731","Birchmere","      Jackie Greene     ",NA,"Monday",2008-06-02,"",""
"4732","Birchmere","      Boz Scaggs     ",NA,"Thursday",2008-09-04,"",""
"4733","Birchmere","      Henry Rollins     ",NA,"Monday",2008-11-03,"",""
"4734","Birchmere","      Dwele"," Eric Ben̩t    ","Wednesday",2008-10-08,"",""
"4735","Birchmere","      Martin Sexton     ",NA,"Friday",2008-10-10,"",""
"4736","Birchmere","      Vesta Williams     ",NA,"Sunday",2008-10-26,"",""
"4737","Birchmere","      Four Bitchin' Babes     ",NA,"Friday",2008-12-12,"",""
"4738","Birchmere","      Los Lobos"," Pistolera    ","Friday",2008-09-12,"",""
"4739","Birchmere","      Dwele"," Eric Ben̩t    ","Tuesday",2008-10-07,"",""
"4740","Birchmere","      B.B. King     ",NA,"Wednesday",2008-11-26,"",""
"4741","Birchmere","      Joan Baez     ",NA,"Wednesday",2008-11-05,"",""
"4742","Birchmere","      Joan Baez     ",NA,"Thursday",2008-11-06,"",""
"4743","Birchmere","      Rodney Crowell     ",NA,"Tuesday",2008-10-21,"",""
"4744","Birchmere","      Burlesque-A-Pades"," The World Famous Pontani Sisters    ","Thursday",2008-02-14,"",""
"4745","Birchmere","      Buddy Guy"," Eleanor Ellis    ","Thursday",2008-03-27,"",""
"4746","Birchmere","      Los Lobos"," James Hunter    ","Wednesday",2008-03-12,"",""
"4747","Birchmere","      The David Grisman Bluegrass Experience     ",NA,"Sunday",2008-05-25,"",""
"4748","Birchmere","      The Avett Brothers"," Alela Diane    ","Friday",2008-06-20,"",""
"4749","Birchmere","      Squirrel Nut Zippers"," Firecracker Jazz Band    ","Thursday",2008-06-05,"",""
"4750","Birchmere","      Landon Pigg"," Rachael Yamagata    ","Thursday",2008-05-08,"",""
"4751","Birchmere","      James McMurtry"," Justin Townes Earle    ","Friday",2008-06-06,"",""
"4752","Birchmere","      Dar Williams"," Lucy Wainwright Roche    ","Friday",2008-11-07,"",""
"4753","Birchmere","      Dar Williams"," Lucy Wainwright Roche    ","Saturday",2008-11-08,"",""
"4754","Birchmere","      Yard Dogs Road Show"," Indigo and Rachel Brice    ","Friday",2008-09-19,"",""
"4755","Birchmere","      Missy Higgins"," Eric Hutchinson    ","Sunday",2008-08-03,"",""
"4756","Birchmere","      The Felice Brothers"," A.A. Bondy    ","Sunday",2008-09-14,"",""
"4757","Birchmere","      B̩la Fleck and the Flecktones     ",NA,"Thursday",2008-12-11,"",""
"4758","Birchmere","      Ingrid Michaelson"," Newton Faulkner and David Ford    ","Tuesday",2008-11-25,"",""
"4759","Birchmere","      New Potato Caboose"," The Bridge    ","Friday",2008-12-26,"",""
"4760","Birchmere","      Laura Marling"," John Flynn","Thursday",2008-09-18,"",""
"4761","Birchmere","      Crooked Still"," The Dusters","Monday",2008-07-14,"",""
"4762","Birchmere","      Chris Botti     ",NA,"Monday",2008-01-14,"",""
"4763","Birchmere","      Chris Botti     ",NA,"Tuesday",2008-01-15,"",""
"4764","Birchmere","      Chris Botti     ",NA,"Wednesday",2008-01-16,"",""
"4765","Birchmere","      Ricky Skaggs"," Kentucky Thunder    ","Friday",2008-01-04,"",""
"4766","Birchmere","      Phil Vassar     ",NA,"Thursday",2008-01-31,"",""
"4767","Birchmere","      Wayne Newton     ",NA,"Friday",2008-02-22,"",""
"4768","Birchmere","      Buddy Guy"," Matt Wigler    ","Wednesday",2008-03-26,"",""
"4769","Birchmere","      Delbert McClinton     ",NA,"Thursday",2008-01-03,"",""
"4770","Birchmere","      Ricky Skaggs"," Kentucky Thunder    ","Saturday",2008-01-05,"",""
"4771","Birchmere","      Eric Roberson"," Angela Johnson    ","Friday",2008-01-11,"",""
"4772","Birchmere","      Isaac Hayes     ",NA,"Thursday",2008-01-17,"",""
"4773","Birchmere","      Eddie from Ohio     ",NA,"Friday",2008-01-18,"",""
"4774","Birchmere","      Eddie from Ohio     ",NA,"Sunday",2008-01-20,"",""
"4775","Birchmere","      Lori McKenna"," Debi Smith    ","Wednesday",2008-01-23,"",""
"4776","Birchmere","      Marc Cohn     ",NA,"Thursday",2008-01-24,"",""
"4777","Birchmere","      Antigone Rising     ",NA,"Friday",2008-01-25,"",""
"4778","Birchmere","      Doc Watson"," David Holt and Richard Watson    ","Sunday",2008-01-27,"",""
"4779","Birchmere","      Angie Stone     ",NA,"Monday",2008-01-28,"",""
"4780","Birchmere","      Riders In the Sky     ",NA,"Tuesday",2008-01-29,"",""
"4781","Birchmere","      Lowen And Navarro"," The Refugees    ","Friday",2008-02-01,"",""
"4782","Birchmere","      Suzanne Westenhoefer"," Aimee Mann    ","Saturday",2008-02-02,"",""
"4783","Birchmere","      Anthony David     ",NA,"Thursday",2008-02-07,"",""
"4784","Birchmere","      Walter Beasley     ",NA,"Saturday",2008-02-09,"",""
"4785","Birchmere","      Al Jarreau     ",NA,"Tuesday",2008-02-12,"",""
"4786","Birchmere","      Boyz II Men     ",NA,"Tuesday",2008-01-22,"",""
"4787","Birchmere","      Acoustic Alchemy     ",NA,"Wednesday",2008-02-06,"",""
"4788","Birchmere","      Marc Cohn     ",NA,"Wednesday",2008-01-30,"",""
"4789","Birchmere","      Maura O'connell     ",NA,"Saturday",2008-02-16,"",""
"4790","Birchmere","      Altan     ",NA,"Tuesday",2008-02-19,"",""
"4791","Birchmere","      Jann Arden"," Holly Cole    ","Wednesday",2008-02-20,"",""
"4792","Birchmere","      Christine Lavin     ",NA,"Saturday",2008-02-23,"",""
"4793","Birchmere","      David Bromberg Big Band"," The Angel Band    ","Sunday",2008-02-24,"",""
"4794","Birchmere","      The Outlaws     ",NA,"Wednesday",2008-02-27,"",""
"4795","Birchmere","      Diane Schuur     ",NA,"Thursday",2008-02-28,"",""
"4796","Birchmere","      Dan Tyminski Band     ",NA,"Saturday",2008-03-01,"",""
"4797","Birchmere","      The Robert Cray Band     ",NA,"Monday",2008-03-03,"",""
"4798","Birchmere","      L̼nasa     ",NA,"Tuesday",2008-03-04,"",""
"4799","Birchmere","      Dwele     ",NA,"Thursday",2008-03-06,"",""
"4800","Birchmere","      Jonathan Coulton"," Storm    ","Friday",2008-03-07,"",""
"4801","Birchmere","      Tony Rice And Peter Rowan     ",NA,"Saturday",2008-03-08,"",""
"4802","Birchmere","      Average White Band     ",NA,"Friday",2008-03-14,"",""
"4803","Birchmere","      Average White Band     ",NA,"Saturday",2008-03-15,"",""
"4804","Birchmere","      Ashford And Simpson     ",NA,"Sunday",2008-03-16,"",""
"4805","Birchmere","      Nanci Griffith     ",NA,"Monday",2008-03-17,"",""
"4806","Birchmere","      Nanci Griffith     ",NA,"Tuesday",2008-03-18,"",""
"4807","Birchmere","      Nanci Griffith     ",NA,"Wednesday",2008-03-19,"",""
"4808","Birchmere","      Cleve Francis     ",NA,"Saturday",2008-03-22,"",""
"4809","Birchmere","      Jimmy Thackery"," Deanna Bogart    ","Friday",2008-03-28,"",""
"4810","Birchmere","      En Vogue     ",NA,"Saturday",2008-03-29,"",""
"4811","Birchmere","      Michael Feinstein     ",NA,"Sunday",2008-03-30,"",""
"4812","Birchmere","      Tower of Power     ",NA,"Monday",2008-03-31,"",""
"4813","Birchmere","      Kelly Willis"," Amanda Shaw    ","Friday",2008-04-04,"",""
"4814","Birchmere","      Ottmar Liebert"," Solo Guitar and Conversation    ","Sunday",2008-04-06,"",""
"4815","Birchmere","      Tom Rush     ",NA,"Saturday",2008-04-12,"",""
"4816","Birchmere","      Christopher Cross     ",NA,"Sunday",2008-04-13,"",""
"4817","Birchmere","      Gaelic Storm     ",NA,"Thursday",2008-04-17,"",""
"4818","Birchmere","      Roy Clark     ",NA,"Sunday",2008-04-20,"",""
"4819","Birchmere","      Colin Hay"," Dean Fields    ","Monday",2008-04-21,"",""
"4820","Birchmere","      Jerry Douglas"," The Wrights    ","Tuesday",2008-04-22,"",""
"4821","Birchmere","      The Rippingtons Featuring Russ Freeman"," The Rippingtons and Russ Freeman    ","Wednesday",2008-04-23,"",""
"4822","Birchmere","      Joe Ely     ",NA,"Thursday",2008-04-24,"",""
"4823","Birchmere","      Judy Collins"," Amy Speace    ","Friday",2008-04-25,"",""
"4824","Birchmere","      Steve Tyrell     ",NA,"Monday",2008-04-28,"",""
"4825","Birchmere","      Norman Brown     ",NA,"Sunday",2008-05-04,"",""
"4826","Birchmere","      Allan Holdsworth     ",NA,"Wednesday",2008-05-07,"",""
"4827","Birchmere","      Leo Kottke     ",NA,"Tuesday",2008-05-13,"",""
"4828","Birchmere","      Leo Kottke     ",NA,"Wednesday",2008-05-14,"",""
"4829","Birchmere","      Hal Ketchum     ",NA,"Saturday",2008-05-17,"",""
"4830","Birchmere","      Bobby ""blue"" Bland     ",NA,"Tuesday",2008-08-19,"",""
"4831","Birchmere","      Alex Bugnon     ",NA,"Saturday",2008-05-24,"",""
"4832","Birchmere","      Seldom Scene"," Steep Canyon Rangers    ","Saturday",2008-05-31,"",""
"4833","Birchmere","      Hiromi     ",NA,"Wednesday",2008-06-11,"",""
"4834","Birchmere","      The Clinch Mt Boys     ",NA,"Saturday",2008-06-14,"",""
"4835","Birchmere","      Peter Noone     ",NA,"Thursday",2008-07-10,"",""
"4836","Birchmere","      Oleta Adams     ",NA,"Friday",2008-07-18,"",""
"4837","Birchmere","      Greg Brown     ",NA,"Saturday",2008-07-19,"",""
"4838","Birchmere","      The Iguanas     ",NA,"Friday",2008-02-15,"",""
"4839","Birchmere","      Gary Taylor     ",NA,"Sunday",2008-05-11,"",""
"4840","Birchmere","      Kenny ""Babyface"" Edmonds     ",NA,"Monday",2008-02-25,"",""
"4841","Birchmere","      Kenny ""Babyface"" Edmonds     ",NA,"Tuesday",2008-02-26,"",""
"4842","Birchmere","      The Greencards"," Tim O'Brien    ","Tuesday",2008-04-01,"",""
"4843","Birchmere","      Michael Franks     ",NA,"Saturday",2008-06-21,"",""
"4844","Birchmere","      Marcus Miller     ",NA,"Thursday",2008-04-10,"",""
"4845","Birchmere","      The Waifs     ",NA,"Wednesday",2008-04-30,"",""
"4846","Birchmere","      Guy Clark     ",NA,"Saturday",2008-05-10,"",""
"4847","Birchmere","      Julia Nixon     ",NA,"Thursday",2008-07-03,"",""
"4848","Birchmere","      Lizz Wright     ",NA,"Thursday",2008-03-13,"",""
"4849","Birchmere","      A Fine Frenzy and Ferras     ",NA,"Sunday",2008-03-23,"",""
"4850","Birchmere","      Hooters     ",NA,"Saturday",2008-03-29,"",""
"4851","Birchmere","      The Proclaimers"," Jeremy Fisher    ","Sunday",2008-04-27,"",""
"4852","Birchmere","      Todd Snider"," Was and Was (not Was)    ","Tuesday",2008-05-06,"",""
"4853","Birchmere","      Tommy Emmanuel     ",NA,"Thursday",2008-06-12,"",""
"4854","Birchmere","      Marty Stuart     ",NA,"Saturday",2008-07-05,"",""
"4855","Birchmere","      Edwin McCain     ",NA,"Saturday",2008-08-09,"",""
"4856","Birchmere","      Nothin' Fancy     ",NA,"Sunday",2008-08-10,"",""
"4857","Birchmere","      Kim Waters     ",NA,"Saturday",2008-08-23,"",""
"4858","Birchmere","      Mindi Abair     ",NA,"Tuesday",2008-08-26,"",""
"4859","Birchmere","      Old Blind Dogs"," T̩ada and Cara    ","Tuesday",2008-09-16,"",""
"4860","Birchmere","      Jackopierce     ",NA,"Saturday",2008-09-27,"",""
"4861","Birchmere","      Babyface     ",NA,"Tuesday",2008-02-26,"",""
"4862","Birchmere","      Mary Gauthier     ",NA,"Wednesday",2008-06-04,"",""
"4863","Birchmere","      Southside Johnny & The Asbury Jukes"," The Asbury Dukes and The Ashbury Jukes    ","Saturday",2008-06-07,"",""
"4864","Birchmere","      Joe Bonamassa     ",NA,"Sunday",2008-06-08,"",""
"4865","Birchmere","      Joe Bonamassa     ",NA,"Monday",2008-06-09,"",""
"4866","Birchmere","      Big Bad Voodoo Daddy     ",NA,"Monday",2008-06-16,"",""
"4867","Birchmere","      Phoebe Snow     ",NA,"Friday",2008-07-11,"",""
"4868","Birchmere","      Shawn Mullins"," Eric Hutchinson    ","Saturday",2008-04-19,"",""
"4869","Birchmere","      Sissel     ",NA,"Tuesday",2008-04-29,"",""
"4870","Birchmere","      Mint Condition     ",NA,"Wednesday",2008-05-21,"",""
"4871","Birchmere","      Frank Marino"," Frank Marino & Mahogany Rush and Mahogany Rush    ","Sunday",2008-07-20,"",""
"4872","Birchmere","      En Vogue     ",NA,"Friday",2008-08-22,"",""
"4873","Birchmere","      Colbie Caillat     ",NA,"Monday",2008-04-28,"",""
"4874","Birchmere","      Joan Osborne     ",NA,"Thursday",2008-05-15,"",""
"4875","Birchmere","      Juni Fisher     ",NA,"Monday",2008-07-21,"",""
"4876","Birchmere","      Beth Nielsen Chapman"," Debi Smith    ","Sunday",2008-07-13,"",""
"4877","Birchmere","      Janis Ian     ",NA,"Thursday",2008-08-07,"",""
"4878","Birchmere","      Jesse Cook Band Feat:Sophie Milman     ",NA,"Sunday",2008-08-24,"",""
"4879","Birchmere","      Lowen And Navarro"," Lowen and Navarro    ","Saturday",2008-09-20,"",""
"4880","Birchmere","      Hiroshima     ",NA,"Friday",2008-09-26,"",""
"4881","Birchmere","      China Forbes     ",NA,"Friday",2008-04-18,"",""
"4882","Birchmere","      B.J. Thomas     ",NA,"Thursday",2008-09-25,"",""
"4883","Birchmere","      Cathy Fink And Marcy Marxer     ",NA,"Saturday",2008-07-12,"",""
"4884","Birchmere","      Steve Tyrell     ",NA,"Monday",2008-05-19,"",""
"4885","Birchmere","      Holly Cole"," Chaise Lounge    ","Sunday",2008-06-01,"",""
"4886","Birchmere","      Tierney Sutton     ",NA,"Friday",2008-06-27,"",""
"4887","Birchmere","      Kenny Loggins     ",NA,"Tuesday",2008-07-22,"",""
"4888","Birchmere","      Kenny Loggins     ",NA,"Wednesday",2008-07-23,"",""
"4889","Birchmere","      Esperanza Spalding     ",NA,"Thursday",2008-06-26,"",""
"4890","Birchmere","      Marc Cohn     ",NA,"Tuesday",2008-06-10,"",""
"4891","Birchmere","      The Puppini Sisters     ",NA,"Sunday",2008-06-15,"",""
"4892","Birchmere","      Etta James And The Roots Band     ",NA,"Sunday",2008-06-29,"",""
"4893","Birchmere","      Etta James And The Roots Band     ",NA,"Monday",2008-06-30,"",""
"4894","Birchmere","      Peter Frampton     ",NA,"Monday",2008-08-11,"",""
"4895","Birchmere","      Shawn Colvin     ",NA,"Wednesday",2008-06-25,"",""
"4896","Birchmere","      Calvin Richardson     ",NA,"Thursday",2008-07-31,"",""
"4897","Birchmere","      Gato Barbieri     ",NA,"Saturday",2008-08-02,"",""
"4898","Birchmere","      Maysa     ",NA,"Friday",2008-08-29,"",""
"4899","Birchmere","      Maysa     ",NA,"Saturday",2008-08-30,"",""
"4900","Birchmere","      Maysa     ",NA,"Sunday",2008-08-31,"",""
"4901","Birchmere","      Sonny Landreth     ",NA,"Saturday",2008-09-13,"",""
"4902","Birchmere","      Young Dubliners"," Scythian    ","Monday",2008-09-29,"",""
"4903","Birchmere","      The Ventures     ",NA,"Thursday",2008-10-16,"",""
"4904","Birchmere","      Cheryl Wheeler     ",NA,"Saturday",2008-10-18,"",""
"4905","Birchmere","      Eric Hutchinson"," Mari̩ Digby    ","Thursday",2008-05-29,"",""
